"order_id","material","material_description","amount","start","end"
"1293202","123.612.909.200","PACKUNGSPATRONE D90 5EL","1.000","6/20/2018","7/18/2018"
"1294178","000.600.056.525","GESTELLDECKEL!205X205X50","1.000","5/17/2018","7/11/2018"
"1297189","122.849.251.200","OELLEITUNG Z ZAHNRADOELP!4D375B","2.000","6/12/2018","7/12/2018"
"1297190","120.713.581.003","KOMPRESSORSCHILD EN!148X105X1","1.000","7/16/2018","7/16/2018"
"1297616","122.864.673.001","ZYL-BLOCK!1400X740X1140(CLASS)","1.000","5/22/2018","7/12/2018"
"1298945","122.886.383.001","LATERNE DV-161HD!D194/120X230","2.000","5/25/2018","6/15/2018"
"1299919","123.618.183.001","ZYLINDER!1017X1280X1120","2.000","6/14/2018","7/13/2018"
"1300252","123.604.841.200","KOMPRESSOR MIT ROHRL.!3K160-3K_1","3.000","6/18/2018","7/19/2018"
"1301963","000.630.227.022","ABSTREIFELEMENT LW200!D83/75X12","75.000","5/17/2018","7/5/2018"
"1302146","106.010.618.001","K-BODEN!O D300/95X90","2.000","6/28/2018","7/10/2018"
"1302255","122.809.045.014","FLANSCH!102X102X14","8.000","7/3/2018","7/9/2018"
"1302288","122.333.258.200","KAPPENMUTTER!M80X4","24.000","5/14/2018","7/12/2018"
"1302289","122.333.258.200","KAPPENMUTTER!M80X4","16.000","5/9/2018","7/12/2018"
"1303282","120.740.022.001","SAUGVENTILSITZ!D164,5X150","10.000","5/14/2018","7/11/2018"
"1303302","123.605.795.001","LATERNE SV-102!D124/40X225","2.000","6/13/2018","7/2/2018"
"1303305","123.605.792.001","LATERNE DV-102!D124/40X220","2.000","6/13/2018","7/5/2018"
"1303418","123.606.690.200","PACKUNGSFLANSCH!D370/158X75","4.000","5/2/2018","6/15/2018"
"1305184","122.801.890.200","STOPFB DECKEL!D280/125X54","7.000","6/14/2018","7/10/2018"
"1306037","122.000.001.925.T","ZYL/PLUNGER/KEGEL CH1 D5 CSS!D38X53","25.000","6/25/2018","7/4/2018"
"1306384","000.600.375.401","FED FUEHRG RING!D154/119X17,5","20.000","6/27/2018","7/10/2018"
"1306547","123.601.963.200","KOLBENSTANGENSCHMIERUNG!6LP190","1.000","6/29/2018","7/17/2018"
"1307250","123.621.087.200","KW-LEITUNG!UEBERTRITT G2""-G2"" SCHED40","2.000","6/27/2018","7/9/2018"
"1307704","000.630.278.201.P","KUPPLUNGSFLANSCH CSS!4D200","1.000","7/11/2018","7/13/2018"
"1308911","122.700.185.001","AUSSENRING!D341/245X53","20.000","7/4/2018","7/10/2018"
"1310003","000.640.468.981","ROHRANSCHLUSS!D30","2.000","7/3/2018","7/11/2018"
"A140908A","NCR","NON COMFORMITY REPORT","2.000","6/28/2018","7/20/2018"
"1284674","120.714.785.200","ZYL-BLOCK ABPRESSEN CSS!3K160-2E","1.000","5/14/2018","7/17/2018"
"1286462","123.615.751.200","ZYLINDER!680A_01","1.000","4/23/2018","7/2/2018"
"1286463","123.615.751.200","ZYLINDER!680A_01","1.000","5/8/2018","7/2/2018"
"1292745","123.614.705.200","ZYLINDER ABPRESSEN!NG520A_01","1.000","5/4/2018","6/29/2018"
"1294381","122.700.110.202","HD-PACKUNG!D104","2.000","7/2/2018","7/11/2018"
"1294563","122.870.030.001","VENTILDECKEL TE!181-25-50(CLASS)","4.000","5/24/2018","7/19/2018"
"1294564","122.841.074.200","SCHUBSTANGE!4D250B","4.000","4/11/2018","7/10/2018"
"1294592","122.866.317.001","VENTILDECKEL ABH. TE!181-25-50(CLASS)","4.000","5/25/2018","7/12/2018"
"1294718","123.615.037.200","PACKUNG D90 7EL GESCHMIERT","1.000","7/5/2018","7/11/2018"
"1295005","120.714.875.200","ZYL-BLOCK ABPRESSEN!4D375B-3B_1","1.000","3/1/2018","7/16/2018"
"1296657","123.615.183.200","PACKUNG D90 9EL GESCHMIERT","1.000","7/4/2018","7/10/2018"
"1297443","122.867.495.001","KK-SCHUH BA!D420/366X320","8.000","5/2/2018","7/17/2018"
"1297834","123.610.790.001","KK-KOERPER!D270X440","6.000","4/16/2018","7/10/2018"
"1298506","123.618.149.200","PACKUNGSPATRONE D90 3EL","2.000","6/29/2018","7/12/2018"
"1299929","000.630.862.486","ABSTREIFELEMENT LW200!D132/120X15","50.000","5/22/2018","7/10/2018"
"1300220","106.107.914.002","K-MANTEL!D525/495X150","1.000","7/11/2018","7/13/2018"
"1300480","122.841.074.200","SCHUBSTANGE!4D250B","4.000","4/11/2018","7/2/2018"
"1301010","123.617.914.001","LATERNE DV-96!D108/45X189","4.000","5/17/2018","7/11/2018"
"1301068","106.010.179.002","K-BODEN!U D290X125 VERKUPFERT","1.000","6/13/2018","7/2/2018"
"1301764","106.033.215.002","K-BODEN!O D250X107,5 VERKUPFERT","1.000","6/13/2018","7/12/2018"
"1302137","123.618.800.001","ZYLINDER SPEZIAL!730X1090X1140","2.000","5/15/2018","7/17/2018"
"1302930","000.630.227.021","ABSTREIFELEMENT LW200!D83/75X12","80.000","5/17/2018","6/28/2018"
"1303078","000.630.053.981","KW-LAGER!4D250","1.000","6/29/2018","7/12/2018"
"1303303","123.605.791.001","LATERNE SV-102!D124/40X205","2.000","6/13/2018","7/2/2018"
"1303304","123.605.796.001","LATERNE DV-102!D124/40X240","2.000","6/13/2018","7/4/2018"
"1303388","123.613.275.001","VERSCHLUSSSCHRAUBE!M140X4X95 SW65","2.000","6/22/2018","7/12/2018"
"1303442","122.875.667.001","KAMMERRING TYP2200!D240/117X32","4.000","6/14/2018","7/5/2018"
"1303443","122.875.797.001","KAMMERRING TYP3200!D240/117X32","4.000","6/14/2018","7/5/2018"
"1304026","122.844.608.001","ANSCHLUSSDECKEL!D135X70","8.000","6/1/2018","7/10/2018"
"1304124","122.889.615.200","KAMMERRING TYP2 GELOETET!D241/116X34,5","18.000","5/29/2018","6/13/2018"
"1304939","123.610.508.001","GEHAEUSE HAELFTE!D194/117X24,1","10.000","6/20/2018","7/12/2018"
"1304993","123.620.421.200","GEGENGEWICHT!CP","4.000","6/13/2018","7/10/2018"
"1305064","123.615.821.G09.1","VERSCHLEISSTEILE PART 2!4B2E-2.39_1","1.000","5/28/2018","7/9/2018"
"1305065","123.615.821.G08.1","ERSATZTEILE PART 2!4B2E-2.29_1","1.000","5/28/2018","7/9/2018"
"1305353","122.864.431.001","AEUSSERE BUECHSE!D411/235X432","6.000","6/11/2018","7/10/2018"
"1305356","122.876.378.001","INNENRING!D231/103X97","6.000","6/28/2018","7/2/2018"
"1305365","120.705.652.001","AUSSENRING!D411/230X58","20.000","6/20/2018","7/12/2018"
"1305670","000.630.245.181","ABSTREIFELEMENT LW200!D73/65X12","40.000","5/24/2018","7/11/2018"
"1306016","122.457.293.001","MUTTER!M110X6","20.000","6/20/2018","7/10/2018"
"1306017","122.458.186.001","MUTTER!M130X6","6.000","6/21/2018","7/10/2018"
"1306039","122.000.004.994.T","ZYL/PLUNGER/KEGEL C1 D5 CSS!D30X54","12.000","7/3/2018","7/12/2018"
"1306044","120.710.482.048","SO-ANSCHWEISSVERSCHR!D28/R30,15","19.000","6/22/2018","7/12/2018"
"1306211","123.606.155.001","LATERNE SV-202!D214/162X229,5","12.000","6/1/2018","7/10/2018"
"1306435","000.630.393.501","STOPFB KAMMER!D140/80X40","30.000","6/1/2018","7/10/2018"
"1306788","122.332.879.001","KUPPLUNGSSTUECK!D158X425","2.000","6/20/2018","7/4/2018"
"1307820","122.809.045.013","FLANSCH!102X102X14","20.000","6/28/2018","7/4/2018"
"1307985","122.140.334.200","KAMMERRING NR.8!D340/87,5X51","2.000","6/21/2018","7/16/2018"
"1308098","122.846.394.300","KURBELWELLE CSS!2K160","1.000","6/29/2018","7/17/2018"
"1308135","106.108.413.001","ZWISCHENRING!D130/80X15","8.000","6/20/2018","7/9/2018"
"1308692","123.619.678.001","KAMMERRING!D135/74X45","1.000","6/26/2018","7/12/2018"
"1308693","123.619.701.001","KAMMERRING!D135/74X28","6.000","6/26/2018","7/10/2018"
"1309004","122.852.178.002","PACKUNGSBUECHSE!250X200X130","1.000","7/10/2018","7/12/2018"
"1309401","123.600.018.200","ABSENKSTANGE!1853X30","1.000","7/5/2018","7/11/2018"
"1309406","123.603.189.200","MONTAGEVORRICHTUNG PACKUNG!","2.000","7/5/2018","7/11/2018"
"1309408","123.600.019.200","ABSENKSTANGE!178X30","1.000","7/5/2018","7/11/2018"
"1310200","000.630.211.823","K-MANTEL!D240/210X180","3.000","7/4/2018","7/11/2018"
"1310655","122.840.545.200","OELRUECKLAUF!3/4""","9.000","7/5/2018","7/9/2018"
"1310657","123.618.600.900","KURBELTRIEB SPEDI!3C1SC3.61_1","1.000","7/5/2018","8/10/2018"
"V-922-483","VOR.RIC.HTU.NG","VORRICHTUNG-WERKZEUG HERSTELLUNG","1.000","7/5/2018","8/24/2018"
"1296466","122.842.618.001","KK-KOERPER!D250X365","36.000","2/26/2018","7/4/2018"
"1303101","123.605.599.001","KOLBEN!D112X257","2.000","6/5/2018","6/29/2018"
"1291593","122.234.817.200","KREUZKOPFSCHUH KURZ!700X660X115,05","8.000","2/22/2018","7/18/2018"
"1293365","120.708.396.200","FUEHRUNGSRING NR.7!D410/112,5X95","1.000","4/26/2018","7/12/2018"
"1294011","122.844.857.200","KS-F-LAGER ABPRESSEN!D100","4.000","5/16/2018","7/3/2018"
"1294561","122.855.769.001","VENTILDECKEL ABH. TE!218-16-32","8.000","5/25/2018","7/25/2018"
"1294562","122.875.511.001","VENTILDECKEL!218-16-32","8.000","5/25/2018","7/25/2018"
"1296730","122.333.666.200","DECKEL 2-TEILIG!","1.000","5/28/2018","7/19/2018"
"1296732","120.709.802.001","DISTANZSCHEIBE!D130X53,5","4.000","5/15/2018","7/3/2018"
"1296733","120.710.548.001","DISTANZSCHEIBE!D130X36","4.000","5/15/2018","7/3/2018"
"1296780","123.617.100.200","ZYLINDER ABPRESSEN CSS!4C3QC2.35","2.000","6/15/2018","7/12/2018"
"1297483","122.237.383.200","ZENTRALVENTIL F3 SPEZ. KOMPL.!","4.000","7/5/2018","7/10/2018"
"1297831","123.610.819.200","SCHUBSTANGE!LP190 (CLASS)","6.000","4/4/2018","6/25/2018"
"1298197","123.617.461.200","ZYL-BLOCK ABPRESSEN!3K160-3K_1 (ABS,LR)","3.000","6/8/2018","7/23/2018"
"1298276","123.604.621.200","ZYL-BLOCK ABPRESSEN!3K160-3K_1(CLASS)","3.000","5/29/2018","7/23/2018"
"1299342","123.617.805.200","ZYLINDER!610S","1.000","6/4/2018","8/7/2018"
"1299660","123.618.935.200","SCHMIERGRUPPE ZU KURBELTRIEB!CS_01","1.000","6/6/2018","7/16/2018"
"1299937","123.618.191.200","PACKUNGSPATRONE D90 5EL","2.000","7/2/2018","7/11/2018"
"1300481","120.708.694.001","KOLBENSTANGE!D65X1462","2.000","4/5/2018","7/18/2018"
"1301103","123.610.533.200","STEUERLEITUNGEN 1ER EK M-L!2KL90","2.000","7/9/2018","7/24/2018"
"1301104","123.610.519.200","STEUERLEITUNGEN 1ER EK R-R!2KL90","2.000","7/9/2018","7/24/2018"
"1302290","122.346.129.201","EINSPRITZ-RUECKSCHLAGVENTIL!","30.000","7/9/2018","7/12/2018"
"1302326","122.854.389.001","DRUCKVENTILKOERPER!D186/56X80","1.000","6/27/2018","7/11/2018"
"1302427","123.619.197.001","PACKUNGSMANTEL!D480X359","1.000","6/4/2018","6/25/2018"
"1302428","123.619.200.001","VENTILDECKEL!D365X94","4.000","6/11/2018","6/29/2018"
"1304038","122.843.052.001","DECKEL KO-ST-F-L!D160/100X10","14.000","6/29/2018","7/19/2018"
"1304600","120.707.500.001","ZENTRIERRING!D310/150X59","18.000","5/29/2018","7/12/2018"
"1306782","122.857.512.001","FUELLSTUECK!D185X358","4.000","5/25/2018","7/10/2018"
"1306946","122.842.628.001","KK-KOERPER!D170X250","4.000","5/28/2018","7/12/2018"
"1307098","123.605.460.001","VERSCHLUSSSCHRAUBE!M120X4X100 SW65","8.000","6/13/2018","7/10/2018"
"1308094","122.141.859.001","VENTILSITZ!D144X65","1.000","6/8/2018","7/11/2018"
"1310232","123.601.988.200","KOLBEN OBERTEIL!D112X249","2.000","7/3/2018","7/19/2018"
"1290115","122.132.478.202","SCHUBSTANGE!1000X690X2050","4.000","6/1/2018","7/13/2018"
"1293784","123.614.754.200","PACKUNG D90 5EL GESCHMIERT","1.000","7/6/2018","7/11/2018"
"1295105","122.209.743.201","SCHMIERPUMPENGEHAEUSE!","20.000","7/4/2018","7/9/2018"
"1295175","122.131.434.001","RAHMEN-OBERTEIL!2350X395X190","5.000","2/8/2018","7/9/2018"
"1297123","122.869.109.200","PACKUNGSPATRONE D75 5EL","1.000","6/27/2018","7/2/2018"
"1297200","120.714.779.199","KOMPRESSOR!4D375B-3G_1","1.000","4/16/2018","8/29/2018"
"1297322","122.867.528.001","KK-KOERPER BA 3T D420!510X380X280","4.000","5/8/2018","7/9/2018"
"1297323","120.714.850.199","KOMPRESSOR!4D375B-3B_1","1.000","4/5/2018","7/19/2018"
"1298035","122.841.481.200","KS-F-LAGER ABPRESSEN!D120","4.000","6/7/2018","7/2/2018"
"1298279","122.888.753.200","STOPF.LECKG.RFR.!3K160-3K","3.000","7/5/2018","7/11/2018"
"1299343","123.617.805.200","ZYLINDER!610S","1.000","6/5/2018","8/7/2018"
"1300465","120.712.684.200","FILTERSCHRAUBE!SW60X35","25.000","7/9/2018","7/12/2018"
"1301346","122.842.762.200","STELLZYLINDER-ABPRESSEN","20.000","7/10/2018","7/12/2018"
"1301805","000.630.210.921","DECKEL OELP!204X128","8.000","6/29/2018","7/12/2018"
"1301940","000.630.862.487","ABSTREIFELEMENT LW200!D132/120X15","50.000","5/23/2018","7/12/2018"
"1302432","123.619.156.200","PACKUNGSPATRONE 1 D90 9EL","2.000","7/9/2018","7/16/2018"
"1302447","123.618.845.001","ZYLINDERDECKEL!D405X311","1.000","6/5/2018","6/22/2018"
"1302456","123.619.155.200","PACKUNGSPATRONE 2 D90 9EL","2.000","7/9/2018","7/11/2018"
"1303093","120.712.631.001","K-MANTEL!D530/500X180","2.000","7/4/2018","7/16/2018"
"1303423","122.885.627.001","LATERNE DV-115HD!D149/60X240","1.000","5/15/2018","7/10/2018"
"1303676","120.713.581.003","KOMPRESSORSCHILD EN!148X105X1","4.000","5/31/2018","6/20/2018"
"1303677","120.713.583.002","ZYLINDERSCHILD EN!148X105X1","8.000","5/31/2018","6/20/2018"
"1303763","122.852.227.200","STELLZYLINDER-ABPRESSEN DK-M","20.000","7/6/2018","7/10/2018"
"1305085","122.460.108.003","EINSATZ!G1 1/4X47","15.000","7/10/2018","7/18/2018"
"1305271","122.870.804.001","ZWISCHENRING!D145/68X42","3.000","6/6/2018","7/3/2018"
"1305604","000.600.512.303","DRUCKRING!D152/138X11","64.000","5/24/2018","7/6/2018"
"1305758","122.871.127.001","KAMMERRING NR.3!D145/68X30","4.000","6/6/2018","7/3/2018"
"1305759","122.870.802.001","KAMMERRING NR.3!D145/68X30","6.000","6/6/2018","7/10/2018"
"1305760","123.620.352.001","KAMMERRING NR.1.1!D145/68X30","3.000","6/6/2018","7/3/2018"
"1306212","123.606.156.001","LATERNE DV-202!D214/142X243,5","12.000","6/1/2018","7/2/2018"
"1306436","122.346.572.001","GRUNDRING!D145/68X25","10.000","6/6/2018","6/27/2018"
"1307029","000.630.344.801","STOPFB KAMMER!D130/80X40","35.000","5/30/2018","7/17/2018"
"1308106","122.840.935.008","GEH Z OELP!D514X166","6.000","6/12/2018","7/12/2018"
"1308889","106.106.206.701","K-MANTEL!D355,55/325X150 UM","1.000","6/26/2018","7/10/2018"
"1309191","123.604.969.001","KREUZKOPFSCHUH LANG!1108X468X103,5","1.000","6/26/2018","7/18/2018"
"1309653","122.523.250.001","RING!D90/46X54","2.000","7/9/2018","7/17/2018"
"1310199","120.710.439.001","K-MANTEL!D485,5/455X180 (UM)","1.000","7/2/2018","7/10/2018"
"1310574","122.232.287.003","AUSSENRING!D341/210X67","1.000","7/9/2018","7/18/2018"
"1310575","122.232.287.002","INNENRING!D211/110,5X67","1.000","7/3/2018","7/11/2018"
"1311604","122.846.132.001","K-MANTEL!D520/490X150","1.000","7/12/2018","7/18/2018"
"A140928A","NCR","NON COMFORMITY REPORT","3.000","7/10/2018","7/16/2018"
"1289910","122.875.116.001","DISTANZSTUECK!725X640X650","6.000","5/3/2018","7/13/2018"
"1293332","106.108.825.200","SCHUBSTANGE!2K160","12.000","4/11/2018","7/9/2018"
"1293338","106.034.246.014","ZWISCHENSTUECK!614X560X310","1.000","4/4/2018","7/18/2018"
"1294855","123.606.154.201","ZYL-BLOCK AS VORMONT.!6LP190-5C_1(ABS)","1.000","5/31/2018","7/19/2018"
"1294856","123.606.180.201","ZYL-BLOCK NAS VORMONT.!6LP190-5C_1(ABS)","1.000","5/28/2018","7/18/2018"
"1294858","123.616.196.200","KURBELTRIEB VORMONTAGE!6LP190","1.000","5/29/2018","7/18/2018"
"1295000","120.714.876.200","ZYL-BLOCK VORMONTAGE!4D375B-3B_1","1.000","4/17/2018","7/16/2018"
"1298285","106.034.807.200.2","ZAHNRADOELPUMPE!3K160","3.000","6/29/2018","7/17/2018"
"1298872","123.616.132.199","KOMPRESSOR!6LP190-5C_1","1.000","6/5/2018","7/25/2018"
"1298873","123.616.132.200","KOMPRESSOR MIT ROHRL.!6LP190-5C_1","1.000","6/13/2018","7/25/2018"
"1298955","123.614.571.G81","ANTRIEB!6LP190","1.000","6/25/2018","7/18/2018"
"1299598","122.866.317.001","VENTILDECKEL ABH. TE!181-25-50(CLASS)","4.000","5/31/2018","7/19/2018"
"1299599","122.870.030.001","VENTILDECKEL TE!181-25-50(CLASS)","4.000","5/31/2018","7/18/2018"
"1299801","123.618.225.001","GEHAEUSE!D204/132X92","4.000","6/26/2018","7/19/2018"
"1299802","123.601.427.001","GEHAEUSE!D210/139X49","4.000","6/26/2018","7/18/2018"
"1299803","123.601.426.001","ZWISCHENRING!D210/134X38","4.000","6/26/2018","7/18/2018"
"1299804","123.601.421.200","GEHAEUSE!D208/136X55","4.000","6/26/2018","7/18/2018"
"1299805","123.601.416.001","DECKRING!D203/133X20","4.000","6/29/2018","7/18/2018"
"1299807","123.618.226.001","KAMMERRING!D175/132X27","4.000","6/13/2018","7/5/2018"
"1299808","122.700.247.001","KAMMERRING!D175/132X25","4.000","7/2/2018","7/18/2018"
"1299902","123.606.206.202","ZYL-BLOCK VORMONTAGE!6LP190-5C_1","1.000","5/31/2018","7/19/2018"
"1299904","123.606.052.202","ZYL-BLOCK VORMONTAGE!6LP190-5C_1","1.000","5/31/2018","7/18/2018"
"1300099","122.809.099.006","GESTELLDECKEL!275X275X63","8.000","5/31/2018","7/10/2018"
"1300191","123.619.362.001","GEHAEUSE!D175/132X37","4.000","6/7/2018","7/2/2018"
"1300785","123.605.796.001","LATERNE DV-102!D124/40X240","2.000","6/26/2018","7/4/2018"
"1301017","123.609.660.002","KOLBEN!D170/34X90","2.000","6/1/2018","7/11/2018"
"1301348","122.874.534.200","STOPFB DECKEL!D260/105X64","6.000","6/21/2018","7/10/2018"
"1301598","000.600.578.701","FEDERFUEHRUNG!D60X45","8.000","6/29/2018","7/18/2018"
"1302300","123.618.096.001","VENTILDECKEL!D440X44","6.000","7/2/2018","7/18/2018"
"1302302","120.711.800.203","KW-LEITUNG!G1""-1"" 150LBS SCHED80S L140","3.000","6/18/2018","7/6/2018"
"1302303","120.713.125.204","KW-LEITUNG!G1""-1"" 150LBS SCHED80S L410","3.000","6/18/2018","7/6/2018"
"1302304","123.604.887.201","KW-LEITUNG!G1""-1"" 150LBS SCHED80S RE","3.000","6/18/2018","7/11/2018"
"1302306","122.889.513.201","KW-LEITUNG!G1""-1"" 150LBS SCHED80S RE","3.000","6/18/2018","7/11/2018"
"1302308","120.713.144.201","KW-LEITUNG!G1""-1"" 150LBS SCHED80S RE","3.000","6/18/2018","7/11/2018"
"1302309","123.604.845.200","LECKGAS-RUECKFUEHRUNG!3K160 PSV","3.000","6/29/2018","7/17/2018"
"1302448","123.618.847.001","VENTILDECKEL!D365X79","4.000","6/28/2018","7/5/2018"
"1302477","123.617.879.200","ANTRIEB!D1160X200","1.000","6/21/2018","7/16/2018"
"1303100","123.605.592.001","KOLBENSTANGE!D112X1773(CLASS)","2.000","4/17/2018","7/19/2018"
"1303626","120.702.039.201","FESTIGK.BUECHSE NR9!D340X440","1.000","6/1/2018","6/29/2018"
"1304113","122.875.672.001","KAMMERRING TYP3300!D240/117X32","6.000","7/3/2018","7/16/2018"
"1304119","122.875.667.001","KAMMERRING TYP2200!D240/117X32","6.000","6/28/2018","7/18/2018"
"1304572","120.740.115.001","DECKEL!D145/68X10","2.000","6/14/2018","7/17/2018"
"1305017","123.615.324.001","FED FUEHRG RING!D288/241X18","1.000","6/14/2018","7/2/2018"
"1306145","123.604.545.200","PACKUNG!D75 10EL GESCHMIERT","2.000","7/12/2018","7/17/2018"
"1306158","123.605.605.001","DISTANZRING!D112/50X8","2.000","6/12/2018","7/4/2018"
"1306167","122.879.159.200","STELLZYLINDER M-E-B-SA-O-208","1.000","7/6/2018","7/17/2018"
"1306208","123.606.376.200","STELLZYLINDER M-E-B-SA-O-223-Z","2.000","7/6/2018","7/17/2018"
"1306760","123.602.667.200","KS-F-LAGER!D75","4.000","7/2/2018","7/10/2018"
"1306919","000.630.393.401","STOPFB KAMMER!D140/80X40","15.000","7/4/2018","7/16/2018"
"1307656","120.713.581.003","KOMPRESSORSCHILD EN!148X105X1","2.000","7/3/2018","7/16/2018"
"1308290","122.700.198.201","KAMMERRING NR.8!D340/145,5X51","1.000","6/14/2018","7/12/2018"
"1308490","122.848.778.204","ROHRANSCHLUSS!2"" 150LBS SCHED 40S","2.000","6/22/2018","7/16/2018"
"1308694","123.619.704.001","KAMMERRING!D135/74X37","1.000","6/26/2018","7/12/2018"
"1310117","122.241.171.001","KUPPLUNGSMUTTER!D168/77X72","1.000","6/29/2018","7/18/2018"
"1310959","120.708.384.001","INNENRING!D246/111X58","8.000","7/11/2018","7/12/2018"
"1310960","120.707.415.001","AUSSENRING!D411/245X58","8.000","7/12/2018","7/19/2018"
"A1301022A","NCR","NON COMFORMITY REPORT","1.000","6/14/2018","7/18/2018"
"A140910A","NCR","NON COMFORMITY REPORT","22.000","7/9/2018","7/30/2018"
"1290130","120.707.986.001","ZWISCHENSTUECK!820X750X190","4.000","3/13/2018","7/18/2018"
"1292747","122.864.327.200","PACKUNGSPATRONE D90 4EL","1.000","7/5/2018","7/12/2018"
"1297693","122.875.056.001","ZYLINDERDECKEL!D430X324(CLASS)","1.000","6/26/2018","7/10/2018"
"1297795","122.853.041.001","KOLBENSTANGE WCCO!D90X1902","6.000","3/7/2018","7/18/2018"
"1299596","122.865.190.001","VENTILDECKEL ABH. TE!181-16-32(CLASS)","16.000","5/31/2018","7/20/2018"
"1299597","122.870.280.001","VENTILDECKEL TE!181-16-32 (CLASS)","16.000","5/31/2018","7/23/2018"
"1299821","120.712.836.001","KOLBENSTANGE WCCO TROCKENLAUF!D65X1577","1.000","3/26/2018","6/29/2018"
"1300046","000.630.053.981","KW-LAGER!4D250","1.000","6/25/2018","6/27/2018"
"1300712","122.801.356.201.2","SCHUBSTANGE!2K250 KOMPLETT","5.000","6/22/2018","7/18/2018"
"1300877","122.131.789.003","VENTILSITZ!D164,5X75","4.000","5/30/2018","7/12/2018"
"1301176","122.854.022.001","VENTILDECKEL!D330X54","4.000","7/5/2018","7/10/2018"
"1301367","122.809.045.001","FLANSCH!132X132X18","15.000","7/3/2018","7/10/2018"
"1301441","122.886.847.001","VENTILDECKEL SAUG!D330X54","4.000","7/4/2018","7/10/2018"
"1302307","123.605.385.201","KW-LEITUNG!G1""-1"" 150LBS SCHED80S RE","3.000","6/18/2018","7/16/2018"
"1302311","123.604.604.200","OELLEITUNG HAND!3K140/3K160","3.000","6/21/2018","7/17/2018"
"1302327","122.131.790.001","VENTILSITZ!D194,5X75","6.000","6/13/2018","7/16/2018"
"1302478","123.617.879.200","ANTRIEB!D1160X200","1.000","6/28/2018","7/27/2018"
"1303163","120.702.605.001","KAMMERRING!D148/104X25","3.000","7/3/2018","7/18/2018"
"1303189","120.713.581.003","KOMPRESSORSCHILD EN!148X105X1","2.000","6/29/2018","7/16/2018"
"1303782","106.107.746.002","KOLBEN!D170/60X180","1.000","6/11/2018","7/18/2018"
"1303970","122.851.160.001","LATERNE DV-181!D193/122X250","4.000","6/20/2018","7/19/2018"
"1304137","120.704.829.298","STEUERAPPARAT MIT DOPPELKOLBEN!","3.000","6/19/2018","6/22/2018"
"1304575","120.740.137.001","DECKEL!D145/68X10","6.000","6/14/2018","7/18/2018"
"1304618","122.840.905.200","SATZ OELLEITUNG!IM KURBELTROG","1.000","7/6/2018","7/17/2018"
"1305336","000.600.056.525","GESTELLDECKEL!205X205X50","1.000","5/31/2018","7/18/2018"
"1305405","122.000.004.994","ZYL/PLUNGER/KEGEL C1 D5!D30X54","40.000","7/4/2018","7/17/2018"
"1305672","000.630.113.121","K-MANTEL!D525/495X180","4.000","7/4/2018","7/13/2018"
"1306959","122.876.583.001","DICHTLINSE!D175/10X45","2.000","7/5/2018","7/12/2018"
"1307588","002.352.510.H01","NAHTLOSES STAHLROHR!D20X2X2000","1.000","7/9/2018","7/10/2018"
"1307835","122.457.804.001","ZENTRIERRING!D140/74X30","15.000","6/26/2018","7/19/2018"
"1308935","122.457.804.001","ZENTRIERRING!D140/74X30","15.000","6/26/2018","7/19/2018"
"1311383","123.616.132.900","KURBELTRIEB SPEDI!6LP190-5C_1","1.000","7/13/2018","7/25/2018"
"1296040","122.226.029.200","KOLBEN!D48","15.000","7/10/2018","7/16/2018"
"1296727","122.142.858.202","OELLEITUNG!K8","1.000","6/22/2018","7/23/2018"
"1297348","122.854.658.200","OELFANG 2-TLG!760X840X140","2.000","5/4/2018","7/18/2018"
"1297692","122.887.744.001","ZYLINDER!1455X822X600(CLASS)","1.000","5/29/2018","7/18/2018"
"1298151","122.846.192.004","ZYL-DECKEL!D810X345","2.000","5/23/2018","7/18/2018"
"1298507","123.618.279.001","LATERNE DV-323!D340/260X340","8.000","6/19/2018","7/17/2018"
"1299038","122.851.607.001","KOLBENSTANGE WCCO!D90X2352","6.000","3/12/2018","7/18/2018"
"1299825","106.033.589.200","LAGERGEH!3K140","6.000","5/8/2018","7/2/2018"
"1300168","120.708.380.001","KAMMERRING!D156/113X25","4.000","7/3/2018","7/18/2018"
"1300709","123.604.230.002","SAUGVENTILDECKEL!202-8-16 (ABS)","6.000","6/5/2018","7/5/2018"
"1300792","123.605.599.001","KOLBEN!D112X257","2.000","6/26/2018","7/5/2018"
"1301174","122.853.674.001","ZYLINDERBODEN!NG450A_01","1.000","7/2/2018","7/18/2018"
"1301736","122.886.555.001","ZYLINDERDECKEL!D895X310","1.000","5/18/2018","7/18/2018"
"1302145","106.010.617.001","K-BODEN!U D300/95X90","2.000","6/6/2018","6/20/2018"
"1302312","120.713.581.003","KOMPRESSORSCHILD EN!148X105X1","3.000","7/3/2018","7/16/2018"
"1303152","000.630.227.023","ABSTREIFELEMENT LW200!D83/75X12","75.000","6/4/2018","7/4/2018"
"1303338","123.602.489.001","LATERNE SV-218!D230/180X240,5","8.000","6/14/2018","7/18/2018"
"1303689","120.707.264.001","GEHAEUSE!D148/104X37","2.000","6/27/2018","7/17/2018"
"1303691","120.702.605.001","KAMMERRING!D148/104X25","2.000","7/3/2018","7/18/2018"
"1303783","122.841.833.200","AUSGLEICHS-LEITUNG!","2.000","7/11/2018","7/23/2018"
"1303796","122.888.541.001","GEHAEUSE Z OELABSTREIFER!D508/112X80","1.000","7/2/2018","7/18/2018"
