"material","description","product_hierarchy","division","gpr","basic_material","dimensions","min_lot","weight_net","weight_net_unit","weight_gross","weight_gross_unit"
"123.605.204.201","KURBELTRIEB!2KL90","0001-1200","01","K600","EN-GJS-400-15","2KL90","","1,064.000","KG","1,064.000","KG"
"123.605.205.G09","VERSCHLEISSTEILE ASME!2K160-2F_1","0001-1200","01","K600","","2K160-2F_1","","3.600","KG","3.600","KG"
"123.605.205.G77","LOSE TEILE!2K160-2F_1","0001-1200","01","K600","","2K160-2F_1","","3.300","KG","3.300","KG"
"123.605.227.001","VENTILDECKEL!135-16-32(LR)","0001-1200","01","K191.2","EN-GJSA-XNI35","180X180X46","","7.441","KG","7.441","KG"
"123.605.238.001","SAUGVENTILDECKEL!180X180X185(LR)","0001-1200","01","K191.2","EN-GJSA-XNI35","180X180X185","","20.719","KG","20.719","KG"
"123.605.265.001","ZYL-DECKEL!D375X174(BV,LR,DNV-GL)","0001-1200","01","K82.2","EN-GJSA-XNI35","D375X174","","58.314","KG","58.314","KG"
"123.605.274.001","LATERNE SV-135!D147/89X182","0001-1200","01","K361","EN-GJSA-XNI35","D147/89X182","","5.264","KG","5.264","KG"
"123.605.277.001","LATERNE DV-135!D147/89X196","0001-1200","01","K361","EN-GJSA-XNI35","D147/89X196","","5.586","KG","5.586","KG"
"123.605.303.200","ZYL-BLOCK!2KL90-2A_1(CLASS)","0001-1200","01","K600","EN-GJSA-XNI35","2KL90-1A_1","","351.900","KG","351.900","KG"
"123.605.362.002","ZYL-BLOCK!1325X1025X983","0001-1200","01","K242","EN-GJS-400-15","1325X1025X983","","2,512.000","KG","2,512.000","KG"
"123.605.385.200","KW-LEITUNG!G1""-1"" 150LBS SCHED80S LI","0001-1200","01","K600","SS","3K160-3K_1","","12.600","KG","12.600","KG"
"123.605.385.201","KW-LEITUNG!G1""-1"" 150LBS SCHED80S RE","0001-1200","01","K600","SS","3K160-3K_1","","12.600","KG","12.600","KG"
"123.605.395.200","OELRUECKLAUF!3/8""","0001-1130","03","K600","","6LP190","","0.100","KG","0.100","KG"
"123.605.399.200","KOMPRESSOR DIN HAND TGE!2K160-2Q_1","0001-1200","01","K600","","2K160-2Q_1","","5,360.000","KG","5,360.000","KG"
"123.605.408.200","STELLZYLINDER F-E-A-AA-O-230-Z","0001-1000","01","K600","","F-E-A-AA-O-230-Z","","11.500","KG","11.500","KG"
"123.605.421.001","ZYL-BLOCK!1233X1015X1030 (CLASS)","0001-1200","01","K242","EN-GJL-250","1233X1015X1030","","2,529.000","KG","2,529.000","KG"
"123.605.460.001","VERSCHLUSSSCHRAUBE!M120X4X100 SW65","0003-2400","02","K131","42CRMO4+QT","M120X4X100 SW65","","10.632","KG","10.632","KG"
"123.605.537.001","ZYLINDER!1248X765X450 (CLASS)","0001-1130","03","K242","42CRMO4+QT","1248X765X450","","2,401.000","KG","2,401.000","KG"
"123.605.539.001","ZYLINDERDECKEL!D335X194(CLASS)","0001-1130","01","K211.1","42CRMO4","D335X194","","47.560","KG","47.560","KG"
"123.605.544.201","ZYLINDER ABPRESSEN!KD115(CLASS)","0001-1130","03","K610","42CRMO4+QT","KD115","","2,800.000","KG","2,800.000","KG"
"123.605.547.001","ZWISCHENSTUECK!440X335X280(BV,LR,DNV-GL)","0001-1200","01","K242","EN-GJS-400-18-RT","440X335X280","","96.094","KG","96.094","KG"
"123.605.592.001","KOLBENSTANGE!D112X1773(CLASS)","0001-1130","03","K432","34CRNIMO6+QT","D112X1773","2.000","50.155","KG","50.155","KG"
"123.605.595.001","GRUNDRING!D145/68X33","0003-2200","02","K211","1.4435","D145/68X33","2.000","2.420","KG","2.420","KG"
"123.605.599.001","KOLBEN!D112X257","0001-1130","01","K432","42CRMO4+QT","D112X257","","15.472","KG","15.472","KG"
"123.605.602.001","KONUS KAMMERRING!D112/50X17","0001-1130","03","K362","34CRNIMO6","D112/50X17","","0.953","KG","0.953","KG"
"123.605.605.001","DISTANZRING!D112/50X8","0001-1130","03","K362","34CRNIMO6","D112/50X8","","0.487","KG","0.487","KG"
"123.605.612.001","KAMMERRING!D145/68X34","0003-2200","02","K211","1.4435","D145/68X34","2.000","2.628","KG","2.628","KG"
"123.605.616.200","PACKUNGSFLANSCH!D230/68X65","0003-2200","02","K211.1","1.4435","D230/68X65","","16.130","KG","16.130","KG"
"123.605.617.001","ZWISCHENRING!D145/68X25","0003-2200","02","K211","1.4435","D145/68X25","2.000","2.448","KG","2.448","KG"
"123.605.619.200","PACKUNGSPATRONE D65 5EL","0003-2200","02","K600","","D65 5EL","","17.200","KG","17.200","KG"
"123.605.629.200","PACKUNG!D65","0003-2200","02","K600","","D65","","35.300","KG","35.300","KG"
"123.605.641.001","VENTILDECKEL!202-8-16 (ABS)","0001-1130","03","K191.2","EN-GJSA-XNI35","247X247X51","","14.447","KG","14.447","KG"
"123.605.665.201","ZYLINDER!KD115(CLASS)","0001-1130","03","K600","42CRMO4+QT","KD115","","2,989.000","KG","2,989.000","KG"
"123.605.683.001","ROHR!D48,3X5,08X80","0001-1130","03","K500","A106 GRD B","D48,3X5,08X80","30.000","0.433","KG","0.433","KG"
"123.605.698.001","ZYL-BLOCK AS!1029X1403X910(ABS)","0001-1130","03","K242","EN-GJSA-XNI35","1029X1403X910","","1,503.208","KG","1,503.208","KG"
"123.605.700.001","ZYL-BLOCK NAS!1029X1403X910(ABS)","0001-1130","03","K242","EN-GJSA-XNI35","1029X1403X910","","1,503.208","KG","1,503.208","KG"
"123.605.703.001","K-MANTEL!D550/520X160","0001-1130","03","K411","GGL-NI35 TYP 5","D550/520X160","","20.341","KG","20.341","KG"
"123.605.704.001","K-BODEN!U D535/55X80","0001-1130","03","K422","EN-GJSA-XNI35","U D535/55X80","2.000","33.369","KG","33.369","KG"
"123.605.706.001","K-BODEN!O D535/55X80","0001-1130","03","K422","EN-GJSA-XNI35","O D535/55X80","2.000","32.323","KG","32.323","KG"
"123.605.785.001","K-BODEN!O D720/78X90","0001-1130","03","K401","EN-GJSA-XNI35","O D720/78X90","","82.377","KG","82.377","KG"
"123.605.786.001","LATERNE SV-135!D148X88","0008-8900","05","K361","C45E","D148X88","","5.849","KG","5.849","KG"
"123.605.788.200","KURBELTRIEB!5LP250-5B_1(CLASS)","0001-1130","03","K600","EN-GJL-250","5LP250-5B_1","","26,215.000","KG","26,215.000","KG"
"123.605.788.210","KURBELTRIEB!5LP250-5B_1(CLASS)","0001-1130","03","K600","EN-GJL-250","5LP250-5B_1","","26,215.000","KG","26,215.000","KG"
"123.605.791.001","LATERNE SV-102!D124/40X205","0001-1130","03","K362","EN-GJL-250","D124/40X205","","7.577","KG","7.577","KG"
"123.605.792.001","LATERNE DV-102!D124/40X220","0001-1130","03","K362","EN-GJL-250","D124/40X220","","7.622","KG","7.622","KG"
"123.605.793.001","LATERNE DV-135!D148X96","0008-8900","05","K361","C45E","D148X96","","5.550","KG","5.550","KG"
"123.605.795.001","LATERNE SV-102!D124/40X225","0001-1130","03","K362","EN-GJL-250","D124/40X225","","8.280","KG","8.280","KG"
"123.605.796.001","LATERNE DV-102!D124/40X240","0001-1130","03","K362","EN-GJL-250","D124/40X240","","8.298","KG","8.298","KG"
"123.605.802.001","K-BODEN!U D720/78X90","0001-1130","03","K401","EN-GJSA-XNI35","U D720/78X90","","84.329","KG","84.329","KG"
"123.605.860.200","GEGENGEWICHT!BS/CS","0003-2200","02","K105","EN-GJL-200","380X135X90","","22.721","KG","22.721","KG"
"123.605.869.001","TAG-NR SCHILD!50X15X1","0009-9900","","K490","SS","50X15X1","","0.006","KG","0.006","KG"
"123.605.899.G77.2","LOSE TEILE!2K160-2F_1 (NKK)","0001-1200","01","K600","","2K160-2F_1","","37.500","KG","37.500","KG"
"123.605.908.001","ZYL-DECKEL!D635X230(ABS)","0001-1130","03","K82.2","EN-GJSA-XNI35","D635X230","","153.709","KG","153.709","KG"
"123.605.921.200","ZWISCHENSTUECK!ABPRESSEN(BV/LR/DNV-GL)","0001-1200","01","K610","EN-GJS-400-18-RT","","","115.500","KG","115.500","KG"
"123.605.921.201","ZWISCHENSTUECK!ABPRESSEN","0001-1200","01","K610","EN-GJS-400-18-RT","","","115.500","KG","115.500","KG"
"123.605.936.200","KW-LEITUNG!G1/2"" 150LBS SCHED80S","0001-1200","01","K600","SS","2KL90-2A_1","","4.300","KG","4.300","KG"
"123.605.941.200","KW-LEITUNG!G1/2""-G1"" 150LBS SCHED80S","0001-1200","01","K600","SS","G1/2""-G1""","","3.700","KG","3.700","KG"
"123.605.943.200","KW-LEITUNG!G1/2"" 150LBS SCHED80S","0001-1200","01","K600","SS","2KL140-2A_1","","2.300","KG","2.300","KG"
"123.605.944.001","PUMPENGESTELL 4-STELLIG!505X370X230","0003-4200","04","K73","EN-GJL-200","505X370X230","","119.754","KG","119.754","KG"
"123.605.944.199","PUMPENGESTELL ABGEPRESST!505X370X230","0003-4200","04","K600","EN-GJL-200","505X370X230","","119.800","KG","119.800","KG"
"123.605.945.200","KW-LEITUNG!G1/2-G1"" 150 LBS SCHED80S","0001-1200","01","K600","SS","2KL90-2A_1","","5.900","KG","5.900","KG"
"123.605.954.001","PUMPENGESTELL 6-STELLIG!505X510X230","0003-4200","04","K73","EN-GJL-200","505X510X230","","142.152","KG","142.152","KG"
"123.605.954.199","PUMPENGESTELL ABGEPRESST!505X510X230","0003-4200","04","K600","EN-GJL-200","505X510X230","","142.200","KG","142.200","KG"
"123.605.956.200","HD ZYL-SCHMIERGRUPPE MIT EK!16XCH1+12XC1","0003-4200","04","K600","","","","1,246.000","KG","1,246.000","KG"
"123.605.962.200","DRUCKAUSGLEICHSLEITUNG!2KL90","0001-1200","01","K600","CS","2KL90-2A_1","","11.200","KG","11.200","KG"
"123.605.996.001","ABSCHLUSSDECKEL!200X200X157","0003-4200","04","K193","EN-GJL-250","200X200X157","","12.260","KG","12.260","KG"
"123.606.000.001","ABSCHLUSSDECKEL!200X200X83","0003-4200","04","K193","EN-GJL-250","200X200X83","","4.940","KG","4.940","KG"
"123.606.052.202","ZYL-BLOCK VORMONTAGE!6LP190-5C_1","0001-1130","03","K600","EN-GJS-400-15","6LP190-5C_1","","1,348.000","KG","1,348.000","KG"
"123.606.117.201","ZYL-BLOCK AS ABPRESSEN!6LP190-5C_1","0001-1130","03","K610","EN-GJSA-XNI35","6LP190-5C_1","","1,895.000","KG","1,895.000","KG"
"123.606.154.201","ZYL-BLOCK AS VORMONT.!6LP190-5C_1(ABS)","0001-1130","03","K600","EN-GJSA-XNI35","6LP190-5C_1","","2,338.000","KG","2,338.000","KG"
"123.606.155.001","LATERNE SV-202!D214/162X229,5","0001-1000","01","K361","EN-GJSA-XNI35","D214/162X229,5","","11.951","KG","11.951","KG"
"123.606.156.001","LATERNE DV-202!D214/142X243,5","0001-1000","01","K361","EN-GJSA-XNI35","D214/142X243,5","","14.197","KG","14.197","KG"
"123.606.179.201","ZYL-BLOCK NAS ABPRESSEN!6LP190-5C_1","0001-1130","03","K610","EN-GJSA-XNI35","6LP190-5C_1","","1,895.000","KG","1,895.000","KG"
"123.606.180.201","ZYL-BLOCK NAS VORMONT.!6LP190-5C_1(ABS)","0001-1130","03","K600","EN-GJSA-XNI35","6LP190-5C_1","","2,338.000","KG","2,338.000","KG"
"123.606.184.001","K-MANTEL!D690/654X180","0001-1130","03","K411","GGL-NI35 TYP 5","D690/654X180","","39.012","KG","39.012","KG"
"123.606.206.202","ZYL-BLOCK VORMONTAGE!6LP190-5C_1","0001-1130","03","K600","EN-GJS-400-18-LT","6LP190-5C_1","","1,674.000","KG","1,674.000","KG"
"123.606.207.201","ZYL-BLOCK ABPRESSEN!6LP190-5C_1","0001-1130","03","K610","EN-GJS-400-18-LT","6LP190-5C_1","","1,389.000","KG","1,389.000","KG"
"123.606.259.001","K-BODEN!O D365X80","0001-1130","03","K422","EN-GJS-400-18-LT","D365X80","","16.914","KG","16.914","KG"
"123.606.260.001","K-BODEN!U D365X80","0001-1130","03","K422","EN-GJS-400-18-LT","D365X80","","17.857","KG","17.857","KG"
"123.606.261.001","K-MANTEL!D380X160","0001-1130","03","K411","EN-GJL-200","D380X160","","13.191","KG","13.191","KG"
"123.606.261.700","K-MANTEL!D381X160 UM","0001-1130","03","K411","EN-GJL-200","D380X160","","13.191","KG","13.191","KG"
"123.606.262.001","KOLBENSTANGE WC TROCKENLAUF!D65X1822","0003-2200","02","K432","17-4PH","D65X1822","2.000","40.453","KG","40.453","KG"
"123.606.376.200","STELLZYLINDER M-E-B-SA-O-223-Z","0001-1130","03","K600","","M-E-B-SA-O-223-Z","","11.400","KG","11.400","KG"
"123.606.390.001","GESTELL!908X1120X1320 (CLASS)","0001-1200","01","K24.1","EN-GJS-400-15","908X1120X1320","","1,870.336","KG","1,870.336","KG"
"123.606.437.001","KOLBENSTANGE!D75X1971,3","0008-8050","10","K432","34CRNIMO6+QT","D75X1971,3","","34.854","KG","34.854","KG"
"123.606.672.001","GESTELL!2390X1060X1400 (CLASS)","0001-1200","01","K25","EN-GJL-250","2390X1060X1400","","4,590.000","KG","4,590.000","KG"
"123.606.690.200","PACKUNGSFLANSCH!D370/158X75","0001-1130","03","K211","X12CRS13/V+S","D370/158X75","","46.002","KG","46.002","KG"
"123.606.720.200","PACKUNG D110 10EL GESCHMIERT","0001-1130","03","K600","","D110 10EL GESCHMIERT","","136.604","KG","136.604","KG"
"123.606.722.200","PACKUNGSPATRONE!D57 8EL","0008-8100","05","K600","","D57 9EL","","14.017","KG","14.017","KG"
"123.606.723.001","KAMMERRING NR.3!D130/62X22","0008-8100","05","K211","X12CRS13/V+S","D130/62X22","","1.237","KG","1.237","KG"
"123.606.726.001","GASABSAUGRING!D130/62X20","0008-8100","05","K211","X12CRS13/V+S","D130/62X20","","1.575","KG","1.575","KG"
"123.606.729.001","GRUNDRING!D130/62X15","0008-8100","05","K211","X12CRS13/V+S","D130/62X15","","0.999","KG","0.999","KG"
"123.606.733.001","KAMMERRING NR.4!D130/62X26","0008-8100","05","K211","X12CRS13/V+S","D130/62X26","","1.472","KG","1.472","KG"
"123.606.738.001","K-BODEN!U D245/55X92,5","0001-1200","01","K422","EN-GJS-350-22-LT","U D245/55X92,5","2.000","11.067","KG","11.067","KG"
"123.606.741.001","K-BODEN!O D245/55X92,5","0001-1200","01","K422","EN-GJS-350-22-LT","O D245/55X92,5","2.000","10.080","KG","10.080","KG"
"123.606.744.001","K-MANTEL!D260/230X185","0001-1200","01","K411","G-CUSN10","D260/230X185","","10.199","KG","10.199","KG"
"123.606.775.001","GEHAEUSE HAELFTE!D194/117X17,5","0001-1130","03","K211","X12CRS13/V+SH","D194/117X17,5","5.000","1.577","KG","1.577","KG"
"123.606.844.200","KW-LEITUNG!G1 1/2"" 150LBS SCHED80S","0001-1130","01","K600","SS","G1 1/2""","","5.600","KG","5.600","KG"
"123.606.844.201","KW-LEITUNG!G1 1/2"" 150LBS SCHED80S","0001-1000","01","K600","SS","G1 1/2"" 150LBS SCHED80S","","6.980","KG","6.980","KG"
"123.606.844.202","KW-LEITUNG!G1 1/2"" 150LBS SCHED80S","0001-1000","01","K600","SS","G1 1/2"" 150LBS SCHED80S","","10.878","KG","10.878","KG"
"123.606.844.203","KW-LEITUNG!G1 1/2""-1 1/2""150LBS SCHED80S","0001-1000","01","K600","SS","G1 1/2""-1 1/2""150LBS SCHED80S","","10.878","KG","10.878","KG"
"123.606.844.204","KW-LEITUNG!G1 1/2""-1 1/2""150LBS SCHED80S","0001-1000","01","K600","SS","G1 1/2""-1 1/2""150LBS SCHED80S","","10.878","KG","10.878","KG"
"123.606.847.200","KW-LEITUNG!G1""-1"" 150LBS SCHED80S","0001-1130","03","K600","SS","G1""-1"" 150LBS SCHED80S","","8.335","KG","8.335","KG"
"123.606.852.200","KW-LEITUNG!G1""-1"" 150LBS SCHED80S","0001-1130","03","K600","SS","G1""-1"" 150LBS SCHED80S","","8.500","KG","8.500","KG"
"123.606.854.200","KW-LEITUNG!G1""-1"" 150LBS SCHED80S","0001-1130","03","K600","SS","G1""-1"" 150LBS SCHED80S","","13.400","KG","13.400","KG"
"123.606.912.001","K-BODEN!O D455X92,5","0001-1200","01","K422","EN-GJSA-XNI35","O D455X92,5","","26.163","KG","26.163","KG"
"123.606.913.001","K-BODEN!U D455X92,5","0001-1200","01","K422","EN-GJSA-XNI35","U D455X92,5","","26.163","KG","26.163","KG"
"123.606.914.001","K-MANTEL!D470X410X185","0001-1200","01","K411","GGL-NI35 TYP 5","D470X410X185","","20.658","KG","20.658","KG"
"123.607.044.002","SAUGVENTILDECKEL SR134 HO!D260X136","0001-1200","01","K191.2","EN-GJS-400-15","D260X136","","20.954","KG","20.954","KG"
"123.607.061.001","KOLBENSTANGE CRO TROCKENLAUF!D65X1644","0003-2200","02","K432","17-4PH","D65X1644","","35.824","KG","35.824","KG"
"123.607.073.001","LATERNE DV-241!D256/176X325","0003-2400","02","K361","EN-GJS-400-15","D256/176X325","6.000","26.925","KG","26.925","KG"
"123.607.147.001","KOLBENSTANGE CRO TROCKENLAUF!D65X1577","0003-2200","02","K432","17-4PH","D65X1577","","35.379","KG","35.379","KG"
"123.607.228.200","GESTELL ABPRESSEN!2K160 (CLASS)","0001-1200","01","K610","EN-GJS-400-15","2K160","","2,037.483","KG","2,037.483","KG"
"123.607.232.001","KAMMERRING!D150/106X25,5","0003-4200","04","K211","S355J2+N","D150/106X25,5","","0.997","KG","0.997","KG"
"123.607.247.200","KURBELTRIEB!2K160 (CLASS)","0001-1200","01","K600","EN-GJS-400-15","2K160","","2,960.000","KG","2,960.000","KG"
"123.607.374.200","DISTANZSTUECK DK!BE_01","0003-2400","02","K600","","3B3E-1.64_1","","6,218.100","KG","6,218.100","KG"
"123.607.464.001","VERSCHLUSSSCHRAUBE!M220X4X75 SW65","0003-2600","02","K131","42CRMO4","M220X4X75 SW65","9.000","23.578","KG","23.578","KG"
"123.607.475.001","VENTILDECKEL!D420X74","0003-2600","02","K192","S355J2+N","D420X74","","63.267","KG","63.267","KG"
"123.607.482.001","VENTILDECKEL!D420X74","0003-2600","02","K192","S355J2+N","D420X74","","62.100","KG","62.100","KG"
"123.607.537.200","ENTLUEFTUNGSVENTIL!G1""X47","0003-4200","04","K600","","G1""X47","15.000","0.300","KG","0.300","KG"
"123.607.631.200","STELLZYLINDER F-E-A-SA-M-75","0003-2100","02","K600","","F-E-A-SA-M-75","","7.250","KG","7.250","KG"
"123.607.683.200","STELLZYLINDER F-E-A-SA-M-60","0003-2200","02","K600","","F-E-A-SA-M-60","","7.000","KG","7.000","KG"
"123.607.684.200","STELLZYLINDER F-E-A-SA-M-80","0003-2200","02","K600","","F-E-A-SA-M-80","","7.100","KG","7.100","KG"
"123.607.768.001","VENTILDECKEL!308-8-16(LR,DNV-GL)","0001-1130","03","K191.2","EN-GJSA-XNI35","355X355X65","","35.825","KG","35.825","KG"
"123.607.774.001","VENTILDECKEL SPEZ!241-16-32 (CLASS)","0001-1130","03","K191.2","EN-GJS-400-18-LT","D360X55","","22.155","KG","22.155","KG"
"123.607.787.001","GRUNDBUECHSE!D120/65X88","0003-2200","02","1310","S355J2+N","D120/65X88","","2.723","KG","2.723","KG"
"123.607.873.200","STELLZYLINDER F-E-B-SA-M-190-S","0003-2100","02","K600","","F-E-B-SA-M-190-S","","7.200","KG","7.200","KG"
"123.607.945.001","KOLBENSTANGE!D75X1949,8","0008-8050","10","K432","34CRNIMO6+QT","D75X1949,8","","33.811","KG","33.811","KG"
"123.607.948.200","DRUCKAUSGLEICHSLEITUNG!3K160 PSV LI","0001-1200","01","K600","SS","3K160","","12.542","KG","12.542","KG"
"123.607.969.200","STELLZYLINDER M-E-A-SA-O-180","0001-1200","01","K600","","M-E-A-SA-O-180","","7.100","KG","7.100","KG"
"123.608.043.001","KAMMERRING NR.1!D130/62X22","0008-8100","05","K211","X12CRS13/V+S","D130/62X22","","1.213","KG","1.213","KG"
"123.608.045.001","KAMMERRING NR.2!D130/62X22","0008-8100","05","K211","X12CRS13/V+S","D130/62X22","","1.237","KG","1.237","KG"
"123.608.047.001","KAMMERRING NR.5!D130/62X26","0008-8100","05","K211","X12CRS13/V+S","D130/62X26","","1.472","KG","1.472","KG"
"123.608.236.088","SPEZIALRING-A-DV181!D191/183X6","0009-9900","","K212","S355J2+N","D191/183X6","","0.111","KG","0.111","KG"
"123.608.236.089","SPEZIALRING-A-DV181!D191/183X6","0009-9900","","K212","X12CRS13/V+SH","D191/183X6","","0.111","KG","0.111","KG"
"123.608.236.095","SPEZIALRING-A-DV202!D212/204X6","0009-9900","","K212","X12CRS13/V+SH","D212/204X6","","0.123","KG","0.123","KG"
"123.608.287.001","LATERNE DV-181!D193/122X464","0001-1130","03","K361","EN-GJL-200","D193/122X464","","22.951","KG","22.951","KG"
"123.608.382.001","KOLBENSTANGE WC TROCKENLAUF!D65X1822","0003-2200","02","K432","34CRNIMO6","D65X1822","2.000","40.091","KG","40.091","KG"
"123.608.387.200","STELLZYLINDER M-E-A-AA-O-228","0001-1000","01","K600","","M-E-A-AA-O-228","","7.241","KG","7.241","KG"
"123.608.512.001","ZWISCHENPLATTE!D130/60X5","0008-5093","05","K211","S355J2+N","D130/60X5","3.000","0.392","KG","0.392","KG"
"123.608.515.200","OELLEITUNG MAGNET!3K140/3K160","0001-1200","01","K600","SS","3K140/3K160","","19.700","KG","19.700","KG"
"123.608.534.001","KOLBENSTANGE WCCO!D75X1154","0001-1000","01","K432","34CRNIMO6+QT","D75X1154","","31.801","KG","31.801","KG"
"123.608.673.200","ZYL-BLOCK ABPRESSEN!5LP250-5B-1(ABS/LR)","0001-1130","03","K610","EN-GJS-400-15","","","1,839.000","KG","1,839.000","KG"
"123.608.682.203","ZYL-BLOCK VORMONTAGE!5LP250-5B_1(CLASS)","0001-1130","03","K600","EN-GJS-400-15","5LP250-5B_1","","2,095.000","KG","2,095.000","KG"
"123.608.700.200","ZYL-BLOCK ABPRESSEN!5LP250-5B_1(CLASS)","0001-1130","01","K600","EN-GJS-400-18-LT","5LP250-5B_1","","3,025.000","KG","3,025.000","KG"
"123.608.717.203","ZYL-BLOCK VORMONTAGE!5LP250-5B_1(CLASS)","0001-1130","01","K600","EN-GJS-400-18-LT","5LP250-5B_1","","3,538.000","KG","3,538.000","KG"
"123.608.884.002","SAUGVENTILDECKEL!151X151X185","0001-1200","01","K191.2","EN-GJSA-XNI35","151X151X185","","17.322","KG","17.322","KG"
"123.608.893.001","KOLBENMANTEL!D824/730X384","0003-2400","02","K401","EN-GJS-400-15","D824/730X384","","186.763","KG","186.763","KG"
"123.608.894.001","KOLBENBODEN OBEN!D750X192","0003-2400","02","K401","EN-GJS-400-15","D750X192","","160.898","KG","160.898","KG"
"123.608.896.001","KOLBENBODEN UNTEN!D750X192","0003-2400","02","K401","EN-GJS-400-15","D750X192","","160.867","KG","160.867","KG"
"123.608.898.199","KOMPRESSOR LGE ASME LI!3K140-3A_1","0001-1200","01","K620","","3K140-3A_1","","8,300.000","KG","8,300.000","KG"
"123.608.970.200","OELABLAUF VON FUEHRUNGSLAGER!2K160","0001-1200","01","K600","CS","2K160","","1.401","KG","1.401","KG"
"123.608.980.202","ZYL-BLOCK NAS ABPRESS!6LP190-5C_1(CLASS)","0001-1130","03","K610","EN-GJSA-XNI35","6LP190-5C_1","","1,881.000","KG","1,881.000","KG"
"123.609.000.001","GEHAEUSE HAELFTE!D160/81,5X15,5","0001-1130","03","K211","X12CRS13/V+SH","D160/81,5X15,5","5.000","1.183","KG","1.183","KG"
"123.609.005.200","PACKUNGSFLANSCH!D318/120X75","0001-1130","01","K211","X12CRS13/V+S","D318/120X75","2.000","33.257","KG","33.257","KG"
"123.609.051.200","STELLZYLINDER F-D-A-AA-O-280-Z","0001-1000","01","K600","","F-D-A-AA-O-280-Z","","16.250","KG","16.250","KG"
"123.609.054.199","KOMPRESSOR TGE DIN RE!2K160-2Q_1","0001-1200","01","K620","","2K160-2Q_1","","6,000.000","KG","6,000.000","KG"
"123.609.054.200","KOMPRESSOR MIT ROHRL.!2K160-2Q_1","0001-1200","01","K600","","2K160-2Q_1","","5,400.000","KG","5,400.000","KG"
"123.609.054.900","KOMPRESSOR SPEDI!2K160-2Q_1","0001-1200","01","K600","","2K160-2Q_1","","6,250.000","KG","6,250.000","KG"
"123.609.144.200","PACKUNGSPATRONE!D65 6EL","0003-2200","02","K600","","D65 6EL","","19.800","KG","19.800","KG"
"123.609.174.200","PACKUNG!D65","0003-2200","02","K600","","D65","","38.249","KG","38.249","KG"
"123.609.259.201","KW-LEITUNG!G1"" 150LBS SCHED 80S","0001-1130","03","K600","SS","G1"" 150LBS SCHED 80S","","3.866","KG","3.866","KG"
"123.609.263.197","KOMPRESSOR LGE ASME LI!3K160-3K_1 (ABS)","0001-1200","01","K620","","3K160-3K_1","","9,050.000","KG","9,050.000","KG"
"123.609.263.198","KOMPRESSOR LGE ASME LI!3K160-3K_1 (LR)","0001-1200","01","K620","","3K160-3K_1","","9,050.000","KG","9,050.000","KG"
"123.609.263.199","KOMPRESSOR LGE ASME LI!3K160-3K_1 (BV)","0001-1200","01","K620","","3K160-3K_1","","9,050.000","KG","9,050.000","KG"
"123.609.263.200","KOMPRESSOR MIT ROHRL.!3K160-3K_1 (BV)","0001-1200","01","K600","","3K160-3K_1","","9,050.000","KG","9,050.000","KG"
"123.609.263.201","KOMPRESSOR MIT ROHRL.!3K160-3K_1 (LR)","0001-1200","01","K600","","3K160-3K_1","","9,050.000","KG","9,050.000","KG"
"123.609.263.202","KOMPRESSOR MIT ROHRL.!3K160-3K_1 (ABS)","0001-1200","01","K600","","3K160-3K_1","","9,050.000","KG","9,050.000","KG"
"123.609.263.900","KOMPRESSOR SPEDI LGE ASME LI!3K160-3K_1","0001-1200","01","K600","","3K160-3K_1","","9,050.000","KG","9,050.000","KG"
"123.609.263.901","KOMPRESSOR SPEDI LGE ASME LI!3K160-3K_1","0001-1200","01","K600","","3K160-3K_1","","9,050.000","KG","9,050.000","KG"
"123.609.263.902","KOMPRESSOR SPEDI LGE ASME LI!3K160-3K_1","0001-1200","01","K600","","3K160-3K_1","","9,050.000","KG","9,050.000","KG"
"123.609.353.G09","VERSCHLEISSTEILE ASME!3K160-3K_1","0001-1200","01","K600","","3K160-3K_1","","3.900","KG","3.900","KG"
"123.609.353.G77","LOSE TEILE!3K160-3K_1","0001-1200","01","K600","","3K160-3K_1","","3.700","KG","3.700","KG"
"123.609.386.200","ZWISCHENRAUMPACKUNG SPERRE!D65","0003-2200","02","K600","S355J2+N","D215X58","","9.069","KG","9.069","KG"
"123.609.446.G06","ERSATZTEILE!5LP250-5B_1","0001-1130","03","K600","","5LP250-5B_1","","139.000","KG","139.000","KG"
"123.609.446.G08.1","ERSATZTEILE!5LP250-5B_1","0001-1130","03","K600","","5LP250-5B_1","","56.000","KG","56.000","KG"
"123.609.660.002","KOLBEN!D170/34X90","0001-1130","03","K411","GGL-NI35 TYP 5","D170/34X90","","14.444","KG","14.444","KG"
"123.609.822.002","ZYL-BLOCK NAS!764X478X980","0001-1200","01","K242","EN-GJS-400-18-LT","NAS 764X478X980","","845.000","KG","845.000","KG"
"123.609.893.200","KW-LEITUNG!G1"" 150LBS SCHED80S","0001-1130","03","K600","SS","G1""150LBS SCHED80S","","3.283","KG","3.283","KG"
"123.609.943.002","VENTILDECKEL!96-25-50","0001-1200","01","K191.2","EN-GJSA-XNI35","151X151X39","","4.729","KG","4.729","KG"
"123.609.961.200","UMBAUKIT DV 241-16-BC","0011-1000","03","K600","EN-GJS-400-18-LT","","","24.166","KG","24.166","KG"
"123.609.962.200","UMBAUKIT DV 161-50-BC","0011-1000","03","K600","P265GH","","","19.154","KG","19.154","KG"
